abstraction;kernel;nioclusters;ncclusters;buffersize;latency;volume
portal;broadcast;0;1;65536;1907250;65536
portal;broadcast;0;1;65536;1908297;65536
portal;broadcast;0;1;65536;1908584;65536
portal;broadcast;0;1;65536;1908618;65536
portal;broadcast;0;1;65536;1569619;65536
portal;broadcast;0;1;65536;1907267;65536
portal;broadcast;0;1;65536;1907360;65536
portal;broadcast;0;1;65536;1907363;65536
portal;broadcast;0;1;65536;1908386;65536
portal;broadcast;0;1;65536;1908517;65536
portal;broadcast;0;1;65536;1907085;65536
portal;broadcast;0;1;65536;1907357;65536
portal;broadcast;0;1;65536;1905950;65536
portal;broadcast;0;1;65536;1907417;65536
portal;broadcast;0;1;65536;1907257;65536
portal;broadcast;0;1;65536;1907420;65536
portal;broadcast;0;1;65536;1376479;65536
portal;broadcast;0;1;65536;1907293;65536
portal;broadcast;0;1;65536;1908545;65536
portal;broadcast;0;1;65536;1905688;65536
portal;broadcast;0;1;65536;1907417;65536
portal;broadcast;0;1;65536;1908558;65536
portal;broadcast;0;1;65536;1907154;65536
portal;broadcast;0;1;65536;1907375;65536
portal;broadcast;0;1;65536;1905991;65536
portal;broadcast;0;1;65536;1907188;65536
portal;broadcast;0;1;65536;1907140;65536
portal;broadcast;0;1;65536;1907343;65536
portal;broadcast;0;1;65536;1907111;65536
portal;broadcast;0;1;65536;1907358;65536
portal;broadcast;0;1;65536;1907122;65536
portal;broadcast;0;1;65536;1907278;65536
portal;broadcast;0;1;65536;1908482;65536
portal;broadcast;0;1;65536;1907450;65536
portal;broadcast;0;1;65536;1907398;65536
portal;broadcast;0;1;65536;1907196;65536
portal;broadcast;0;1;65536;1907233;65536
portal;broadcast;0;1;65536;1907298;65536
portal;broadcast;0;1;65536;1907273;65536
portal;broadcast;0;1;65536;1907184;65536
portal;broadcast;0;1;65536;1907252;65536
portal;broadcast;0;1;65536;1907472;65536
portal;broadcast;0;2;4096;162765;4096
portal;broadcast;0;2;4096;162732;4096
portal;broadcast;0;2;4096;160095;4096
portal;broadcast;0;2;4096;159196;4096
portal;broadcast;0;2;4096;160138;4096
portal;broadcast;0;2;4096;161403;4096
portal;broadcast;0;2;4096;161430;4096
portal;broadcast;0;2;4096;159961;4096
portal;broadcast;0;2;4096;161313;4096
portal;broadcast;0;2;4096;159145;4096
portal;broadcast;0;2;4096;160195;4096
portal;broadcast;0;2;4096;159417;4096
portal;broadcast;0;2;4096;159979;4096
portal;broadcast;0;2;4096;161040;4096
portal;broadcast;0;2;4096;160361;4096
portal;broadcast;0;2;4096;160188;4096
portal;broadcast;0;2;4096;161717;4096
portal;broadcast;0;2;4096;163090;4096
portal;broadcast;0;2;4096;160331;4096
portal;broadcast;0;2;4096;160226;4096
portal;broadcast;0;2;4096;160322;4096
portal;broadcast;0;2;4096;160562;4096
portal;broadcast;0;2;4096;160274;4096
portal;broadcast;0;2;4096;160939;4096
portal;broadcast;0;2;4096;160164;4096
portal;broadcast;0;2;4096;160271;4096
portal;broadcast;0;2;4096;158064;4096
portal;broadcast;0;2;4096;160194;4096
portal;broadcast;0;2;4096;163091;4096
portal;broadcast;0;2;4096;159777;4096
portal;broadcast;0;2;4096;162486;4096
portal;broadcast;0;2;4096;162948;4096
portal;broadcast;0;2;4096;161131;4096
portal;broadcast;0;2;4096;158583;4096
portal;broadcast;0;2;4096;160148;4096
portal;broadcast;0;2;4096;127616;4096
portal;broadcast;0;2;4096;161186;4096
portal;broadcast;0;2;4096;159595;4096
portal;broadcast;0;2;4096;159996;4096
portal;broadcast;0;2;4096;161589;4096
portal;broadcast;0;2;4096;161142;4096
portal;broadcast;0;2;4096;160935;4096
portal;broadcast;0;2;4096;161152;4096
portal;broadcast;0;2;4096;158583;4096
portal;broadcast;0;2;4096;160170;4096
portal;broadcast;0;2;4096;159234;4096
portal;broadcast;0;2;4096;137179;4096
portal;broadcast;0;2;4096;160116;4096
portal;broadcast;0;2;4096;160291;4096
portal;broadcast;0;2;4096;161625;4096
portal;broadcast;0;2;8192;300312;8192
portal;broadcast;0;2;8192;300481;8192
portal;broadcast;0;2;8192;299186;8192
portal;broadcast;0;2;8192;301660;8192
portal;broadcast;0;2;8192;301088;8192
portal;broadcast;0;2;8192;298475;8192
portal;broadcast;0;2;8192;300344;8192
portal;broadcast;0;2;8192;298724;8192
portal;broadcast;0;2;8192;300472;8192
portal;broadcast;0;2;8192;298374;8192
portal;broadcast;0;2;8192;300586;8192
portal;broadcast;0;2;8192;300092;8192
portal;broadcast;0;2;8192;298474;8192
portal;broadcast;0;2;8192;300100;8192
portal;broadcast;0;2;8192;300103;8192
portal;broadcast;0;2;8192;299874;8192
portal;broadcast;0;2;8192;298939;8192
portal;broadcast;0;2;8192;304566;8192
portal;broadcast;0;2;8192;300170;8192
portal;broadcast;0;2;8192;298990;8192
portal;broadcast;0;2;8192;299070;8192
portal;broadcast;0;2;8192;298100;8192
portal;broadcast;0;2;8192;298683;8192
portal;broadcast;0;2;8192;300308;8192
portal;broadcast;0;2;8192;283881;8192
portal;broadcast;0;2;8192;299079;8192
portal;broadcast;0;2;8192;299335;8192
portal;broadcast;0;2;8192;298977;8192
portal;broadcast;0;2;8192;299165;8192
portal;broadcast;0;2;8192;300480;8192
portal;broadcast;0;2;8192;300599;8192
portal;broadcast;0;2;8192;300537;8192
portal;broadcast;0;2;8192;299881;8192
portal;broadcast;0;2;8192;300638;8192
portal;broadcast;0;2;8192;300272;8192
portal;broadcast;0;2;8192;298926;8192
portal;broadcast;0;2;8192;301794;8192
portal;broadcast;0;2;8192;298913;8192
portal;broadcast;0;2;8192;298995;8192
portal;broadcast;0;2;8192;232587;8192
portal;broadcast;0;2;8192;299090;8192
portal;broadcast;0;2;8192;300258;8192
portal;broadcast;0;2;8192;299892;8192
portal;broadcast;0;2;8192;299493;8192
portal;broadcast;0;2;8192;299088;8192
portal;broadcast;0;2;8192;300617;8192
portal;broadcast;0;2;8192;299502;8192
portal;broadcast;0;2;8192;300086;8192
portal;broadcast;0;2;8192;299077;8192
portal;broadcast;0;2;8192;300048;8192
portal;broadcast;0;2;16384;579805;16384
portal;broadcast;0;2;16384;579100;16384
portal;broadcast;0;2;16384;579888;16384
portal;broadcast;0;2;16384;580928;16384
portal;broadcast;0;2;16384;579557;16384
portal;broadcast;0;2;16384;580039;16384
portal;broadcast;0;2;16384;579856;16384
portal;broadcast;0;2;16384;579854;16384
portal;broadcast;0;2;16384;580100;16384
portal;broadcast;0;2;16384;580883;16384
portal;broadcast;0;2;16384;580441;16384
portal;broadcast;0;2;16384;579876;16384
portal;broadcast;0;2;16384;580108;16384
portal;broadcast;0;2;16384;580058;16384
portal;broadcast;0;2;16384;580297;16384
portal;broadcast;0;2;16384;445793;16384
portal;broadcast;0;2;16384;579932;16384
portal;broadcast;0;2;16384;580071;16384
portal;broadcast;0;2;16384;579932;16384
portal;broadcast;0;2;16384;580090;16384
portal;broadcast;0;2;16384;579851;16384
portal;broadcast;0;2;16384;579059;16384
portal;broadcast;0;2;16384;580100;16384
portal;broadcast;0;2;16384;579904;16384
portal;broadcast;0;2;16384;581252;16384
portal;broadcast;0;2;16384;579761;16384
portal;broadcast;0;2;16384;580120;16384
portal;broadcast;0;2;16384;582266;16384
portal;broadcast;0;2;16384;580115;16384
portal;broadcast;0;2;16384;579713;16384
portal;broadcast;0;2;16384;580309;16384
portal;broadcast;0;2;16384;579923;16384
portal;broadcast;0;2;16384;580472;16384
portal;broadcast;0;2;16384;580260;16384
portal;broadcast;0;2;16384;579859;16384
portal;broadcast;0;2;16384;579862;16384
portal;broadcast;0;2;16384;581273;16384
portal;broadcast;0;2;16384;580067;16384
portal;broadcast;0;2;16384;447225;16384
portal;broadcast;0;2;16384;580039;16384
portal;broadcast;0;2;16384;578580;16384
portal;broadcast;0;2;16384;580262;16384
portal;broadcast;0;2;16384;579110;16384
portal;broadcast;0;2;16384;579081;16384
portal;broadcast;0;2;16384;581260;16384
portal;broadcast;0;2;16384;579939;16384
portal;broadcast;0;2;16384;578521;16384
portal;broadcast;0;2;16384;580531;16384
portal;broadcast;0;2;16384;580140;16384
portal;broadcast;0;2;16384;580970;16384
portal;broadcast;0;2;32768;1139899;32768
portal;broadcast;0;2;32768;1140015;32768
portal;broadcast;0;2;32768;1141330;32768
portal;broadcast;0;2;32768;875824;32768
portal;broadcast;0;2;32768;1139177;32768
portal;broadcast;0;2;32768;1140544;32768
portal;broadcast;0;2;32768;1140128;32768
portal;broadcast;0;2;32768;1140700;32768
portal;broadcast;0;2;32768;1139797;32768
portal;broadcast;0;2;32768;1139928;32768
portal;broadcast;0;2;32768;1139927;32768
portal;broadcast;0;2;32768;1140030;32768
portal;broadcast;0;2;32768;1139992;32768
portal;broadcast;0;2;32768;1140122;32768
portal;broadcast;0;2;32768;1139965;32768
portal;broadcast;0;2;32768;1138913;32768
portal;broadcast;0;2;32768;1139902;32768
portal;broadcast;0;2;32768;1140035;32768
portal;broadcast;0;2;32768;1139929;32768
portal;broadcast;0;2;32768;1139247;32768
portal;broadcast;0;2;32768;1140097;32768
portal;broadcast;0;2;32768;1140079;32768
portal;broadcast;0;2;32768;1139451;32768
portal;broadcast;0;2;32768;1140142;32768
portal;broadcast;0;2;32768;1139682;32768
portal;broadcast;0;2;32768;1140144;32768
portal;broadcast;0;2;32768;1140105;32768
portal;broadcast;0;2;32768;1140112;32768
portal;broadcast;0;2;32768;1139529;32768
portal;broadcast;0;2;32768;1137620;32768
portal;broadcast;0;2;32768;1137742;32768
portal;broadcast;0;2;32768;1138957;32768
portal;broadcast;0;2;32768;1139494;32768
portal;broadcast;0;2;32768;1141511;32768
portal;broadcast;0;2;32768;1139715;32768
portal;broadcast;0;2;32768;1137386;32768
portal;broadcast;0;2;32768;1139810;32768
portal;broadcast;0;2;32768;1139902;32768
portal;broadcast;0;2;32768;1140156;32768
portal;broadcast;0;2;32768;1139556;32768
portal;broadcast;0;2;32768;1139930;32768
portal;broadcast;0;2;32768;1140226;32768
portal;broadcast;0;2;32768;1140965;32768
portal;broadcast;0;2;32768;1141518;32768
portal;broadcast;0;2;32768;1139549;32768
portal;broadcast;0;2;32768;1139741;32768
portal;broadcast;0;2;32768;1139162;32768
portal;broadcast;0;2;32768;1137770;32768
portal;broadcast;0;2;32768;1139168;32768
portal;broadcast;0;2;32768;1139443;32768
portal;broadcast;0;2;65536;2260720;65536
portal;broadcast;0;2;65536;2259088;65536
portal;broadcast;0;2;65536;2258440;65536
portal;broadcast;0;2;65536;2258107;65536
portal;broadcast;0;2;65536;2259959;65536
portal;broadcast;0;2;65536;2258474;65536
portal;broadcast;0;2;65536;2270090;65536
portal;broadcast;0;2;65536;2261549;65536
portal;broadcast;0;2;65536;2258990;65536
portal;broadcast;0;2;65536;2260156;65536
portal;broadcast;0;2;65536;2270106;65536
portal;broadcast;0;2;65536;2130704;65536
portal;broadcast;0;2;65536;2261394;65536
portal;broadcast;0;2;65536;2258881;65536
portal;broadcast;0;2;65536;2260048;65536
portal;broadcast;0;2;65536;2260689;65536
portal;broadcast;0;2;65536;2259647;65536
portal;broadcast;0;2;65536;2258824;65536
portal;broadcast;0;2;65536;2258520;65536
portal;broadcast;0;2;65536;2258306;65536
portal;broadcast;0;2;65536;2258377;65536
portal;broadcast;0;2;65536;2257995;65536
portal;broadcast;0;2;65536;2259902;65536
portal;broadcast;0;2;65536;2262417;65536
portal;broadcast;0;2;65536;1726470;65536
portal;broadcast;0;2;65536;2258817;65536
portal;broadcast;0;2;65536;2260007;65536
portal;broadcast;0;2;65536;2258418;65536
portal;broadcast;0;2;65536;2261459;65536
portal;broadcast;0;2;65536;2260018;65536
portal;broadcast;0;2;65536;2257701;65536
portal;broadcast;0;2;65536;2259958;65536
portal;broadcast;0;2;65536;2258457;65536
portal;broadcast;0;2;65536;2270201;65536
portal;broadcast;0;2;65536;2259194;65536
portal;broadcast;0;2;65536;2261359;65536
portal;broadcast;0;2;65536;2259204;65536
portal;broadcast;0;2;65536;2259074;65536
portal;broadcast;0;2;65536;2259536;65536
portal;broadcast;0;2;65536;1728288;65536
portal;broadcast;0;2;65536;2259963;65536
portal;broadcast;0;2;65536;2258827;65536
portal;broadcast;0;2;65536;2259988;65536
portal;broadcast;0;2;65536;2259032;65536
portal;broadcast;0;2;65536;2261818;65536
portal;broadcast;0;2;65536;2258278;65536
portal;broadcast;0;2;65536;2099779;65536
portal;broadcast;0;2;65536;2261893;65536
portal;broadcast;0;2;65536;2260148;65536
portal;broadcast;0;2;65536;2263921;65536
portal;broadcast;0;3;4096;197219;4096
portal;broadcast;0;3;4096;203292;4096
portal;broadcast;0;3;4096;194024;4096
portal;broadcast;0;3;4096;192346;4096
portal;broadcast;0;3;4096;193373;4096
portal;broadcast;0;3;4096;160509;4096
portal;broadcast;0;3;4096;192749;4096
portal;broadcast;0;3;4096;193158;4096
portal;broadcast;0;3;4096;194708;4096
portal;broadcast;0;3;4096;190422;4096
portal;broadcast;0;3;4096;195704;4096
portal;broadcast;0;3;4096;193583;4096
portal;broadcast;0;3;4096;195451;4096
portal;broadcast;0;3;4096;192514;4096
portal;broadcast;0;3;4096;192589;4096
portal;broadcast;0;3;4096;194537;4096
portal;broadcast;0;3;4096;192767;4096
portal;broadcast;0;3;4096;197266;4096
portal;broadcast;0;3;4096;192307;4096
portal;broadcast;0;3;4096;192788;4096
portal;broadcast;0;3;4096;190822;4096
portal;broadcast;0;3;4096;192376;4096
portal;broadcast;0;3;4096;192921;4096
portal;broadcast;0;3;4096;192184;4096
portal;broadcast;0;3;4096;194131;4096
portal;broadcast;0;3;4096;195639;4096
portal;broadcast;0;3;4096;195686;4096
portal;broadcast;0;3;4096;192572;4096
portal;broadcast;0;3;4096;193608;4096
portal;broadcast;0;3;4096;195296;4096
portal;broadcast;0;3;4096;192010;4096
portal;broadcast;0;3;4096;192568;4096
portal;broadcast;0;3;4096;193943;4096
portal;broadcast;0;3;4096;194163;4096
portal;broadcast;0;3;4096;188172;4096
portal;broadcast;0;3;4096;156897;4096
portal;broadcast;0;3;4096;191905;4096
portal;broadcast;0;3;4096;193200;4096
portal;broadcast;0;3;4096;192183;4096
portal;broadcast;0;3;4096;192757;4096
portal;broadcast;0;3;4096;192193;4096
portal;broadcast;0;3;4096;195475;4096
portal;broadcast;0;3;4096;194457;4096
portal;broadcast;0;3;4096;192522;4096
portal;broadcast;0;3;4096;192167;4096
portal;broadcast;0;3;4096;192347;4096
portal;broadcast;0;3;4096;197257;4096
portal;broadcast;0;3;4096;192366;4096
portal;broadcast;0;3;4096;192740;4096
portal;broadcast;0;3;4096;194138;4096
portal;broadcast;0;3;8192;364698;8192
portal;broadcast;0;3;8192;358586;8192
portal;broadcast;0;3;8192;352755;8192
portal;broadcast;0;3;8192;363038;8192
portal;broadcast;0;3;8192;357268;8192
portal;broadcast;0;3;8192;353963;8192
portal;broadcast;0;3;8192;356842;8192
portal;broadcast;0;3;8192;355700;8192
portal;broadcast;0;3;8192;356200;8192
portal;broadcast;0;3;8192;354664;8192
portal;broadcast;0;3;8192;286602;8192
portal;broadcast;0;3;8192;364713;8192
portal;broadcast;0;3;8192;356483;8192
portal;broadcast;0;3;8192;357936;8192
portal;broadcast;0;3;8192;353977;8192
portal;broadcast;0;3;8192;364713;8192
portal;broadcast;0;3;8192;354511;8192
portal;broadcast;0;3;8192;357013;8192
portal;broadcast;0;3;8192;352938;8192
portal;broadcast;0;3;8192;353548;8192
portal;broadcast;0;3;8192;357036;8192
portal;broadcast;0;3;8192;353545;8192
portal;broadcast;0;3;8192;353702;8192
portal;broadcast;0;3;8192;353335;8192
portal;broadcast;0;3;8192;355129;8192
portal;broadcast;0;3;8192;353169;8192
portal;broadcast;0;3;8192;353710;8192
portal;broadcast;0;3;8192;354293;8192
portal;broadcast;0;3;8192;353356;8192
portal;broadcast;0;3;8192;286379;8192
portal;broadcast;0;3;8192;353905;8192
portal;broadcast;0;3;8192;357044;8192
portal;broadcast;0;3;8192;357036;8192
portal;broadcast;0;3;8192;357802;8192
portal;broadcast;0;3;8192;358528;8192
portal;broadcast;0;3;8192;353427;8192
portal;broadcast;0;3;8192;353942;8192
portal;broadcast;0;3;8192;354489;8192
portal;broadcast;0;3;8192;353947;8192
portal;broadcast;0;3;8192;353965;8192
portal;broadcast;0;3;8192;356869;8192
portal;broadcast;0;3;8192;354314;8192
portal;broadcast;0;3;8192;354068;8192
portal;broadcast;0;3;8192;353741;8192
portal;broadcast;0;3;8192;353560;8192
portal;broadcast;0;3;8192;353919;8192
portal;broadcast;0;3;8192;354153;8192
portal;broadcast;0;3;8192;353556;8192
portal;broadcast;0;3;8192;353286;8192
portal;broadcast;0;3;8192;357719;8192
portal;broadcast;0;3;16384;676125;16384
portal;broadcast;0;3;16384;676033;16384
portal;broadcast;0;3;16384;676349;16384
portal;broadcast;0;3;16384;680408;16384
portal;broadcast;0;3;16384;680131;16384
portal;broadcast;0;3;16384;635595;16384
portal;broadcast;0;3;16384;675841;16384
portal;broadcast;0;3;16384;596587;16384
portal;broadcast;0;3;16384;676610;16384
portal;broadcast;0;3;16384;676085;16384
portal;broadcast;0;3;16384;676875;16384
portal;broadcast;0;3;16384;676271;16384
portal;broadcast;0;3;16384;677891;16384
portal;broadcast;0;3;16384;674853;16384
portal;broadcast;0;3;16384;674903;16384
portal;broadcast;0;3;16384;675909;16384
portal;broadcast;0;3;16384;676708;16384
portal;broadcast;0;3;16384;674643;16384
portal;broadcast;0;3;16384;675713;16384
portal;broadcast;0;3;16384;677885;16384
portal;broadcast;0;3;16384;677431;16384
portal;broadcast;0;3;16384;677138;16384
portal;broadcast;0;3;16384;677457;16384
portal;broadcast;0;3;16384;679903;16384
portal;broadcast;0;3;16384;676552;16384
portal;broadcast;0;3;16384;676721;16384
portal;broadcast;0;3;16384;676679;16384
portal;broadcast;0;3;16384;676879;16384
portal;broadcast;0;3;16384;675892;16384
portal;broadcast;0;3;16384;674730;16384
portal;broadcast;0;3;16384;676651;16384
portal;broadcast;0;3;16384;676039;16384
portal;broadcast;0;3;16384;677288;16384
portal;broadcast;0;3;16384;677651;16384
portal;broadcast;0;3;16384;596581;16384
portal;broadcast;0;3;16384;675325;16384
portal;broadcast;0;3;16384;675771;16384
portal;broadcast;0;3;16384;676727;16384
portal;broadcast;0;3;16384;679621;16384
portal;broadcast;0;3;16384;676312;16384
portal;broadcast;0;3;16384;677891;16384
portal;broadcast;0;3;16384;674702;16384
portal;broadcast;0;3;16384;675871;16384
portal;broadcast;0;3;16384;675507;16384
portal;broadcast;0;3;16384;676337;16384
portal;broadcast;0;3;16384;677043;16384
portal;broadcast;0;3;16384;675781;16384
portal;broadcast;0;3;16384;676662;16384
portal;broadcast;0;3;16384;677380;16384
portal;broadcast;0;3;16384;675924;16384
portal;broadcast;0;3;32768;1325426;32768
portal;broadcast;0;3;32768;1324348;32768
portal;broadcast;0;3;32768;1320868;32768
portal;broadcast;0;3;32768;1322717;32768
portal;broadcast;0;3;32768;1325483;32768
portal;broadcast;0;3;32768;1321741;32768
portal;broadcast;0;3;32768;1324551;32768
portal;broadcast;0;3;32768;1322377;32768
portal;broadcast;0;3;32768;1323713;32768
